Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2023-06-09,Keyboard,Accessories,West,Meena,Corporate,5,3980,578.1920766754104,4371.447634663205
2024-01-07,Headphones,Accessories,West,Sneha,Corporate,3,2535,758.4573022774996,2545.6218741379903
2023-06-14,Headphones,Accessories,North,Karan,Consumer,4,5144,1147.4261642027493,5230.608057738984
2024-05-27,Printer,Accessories,East,Priya,Home Office,2,2634,550.0137389204066,2644.527774713294
2023-04-07,Phone,Electronics,West,Sneha,Home Office,3,3423,905.8252890031894,3697.959242753685
2023-06-30,Headphones,Accessories,East,Rahul,Consumer,6,7458,1541.2573489808751,7957.921116245471
2023-04-10,Headphones,Accessories,West,Arun,Home Office,10,1950,491.0303878845937,2016.1734778758685
2024-07-20,Mouse,Accessories,South,Sneha,Corporate,1,1021,150.35916596307743,1093.4906887438392
2023-04-12,Mouse,Accessories,North,Rahul,Corporate,10,2380,270.81446944754373,2575.777737990624
2023-04-22,Keyboard,Accessories,South,Karan,Corporate,1,269,34.686564616537574,248.07249956283798
2023-06-10,Headphones,Accessories,East,Arun,Corporate,6,1896,486.87953335308663,1945.3825553210954
2023-08-02,Monitor,Electronics,West,Sneha,Corporate,7,2758,749.5731521451032,2741.3984204363087
2024-01-08,Laptop,Electronics,South,Priya,Home Office,7,3136,533.9151948844585,3327.7068621514386
2024-11-02,Monitor,Electronics,North,Priya,Consumer,1,1309,284.9065472411007,1431.7286823297218
2023-11-07,Tablet,Electronics,North,Rahul,Consumer,9,5319,993.3617873993142,5745.191463230467
2023-02-19,Headphones,Accessories,South,Arun,Home Office,10,12960,2031.4035331040034,12441.352223961469
2024-03-23,Tablet,Electronics,West,Rahul,Corporate,1,583,161.5630095241692,593.9437777679474
2024-01-16,Phone,Electronics,East,Priya,Corporate,7,5187,1092.680263953892,5631.2578346504115
2024-05-05,Printer,Accessories,North,Meena,Consumer,6,6150,1782.39816938717,6689.387960548317
2024-11-16,Monitor,Electronics,East,Meena,Home Office,3,837,209.48109209867496,843.2638740381257
2023-08-05,Headphones,Accessories,East,Meena,Home Office,5,1775,339.55075611242825,1745.9155656662522
2023-05-23,Laptop,Electronics,North,Sneha,Home Office,9,7038,1544.0349183712458,6501.532021728866
2024-08-04,Tablet,Electronics,East,Meena,Home Office,9,6273,851.126280691777,6860.93689859071
2024-11-03,Printer,Accessories,South,Priya,Consumer,5,1380,325.91926718003424,1273.417039044241
2024-03-01,Mouse,Accessories,West,Rahul,Consumer,8,2560,637.4499485630123,2492.4411845052828
2023-08-26,Tablet,Electronics,East,Rahul,Consumer,1,1366,147.89476042310775,1316.7276446209328
2024-07-18,Mouse,Accessories,North,Meena,Consumer,9,4140,454.3116837283111,3807.0702895932022
2023-03-08,Tablet,Electronics,East,Sneha,Home Office,2,2532,481.12484193079666,2661.4225620864963
2023-09-14,Phone,Electronics,North,Karan,Corporate,2,2944,491.4075544136958,3064.911992303484
2023-03-07,Printer,Accessories,West,Arun,Corporate,3,3837,573.1895665116344,4077.6353881369523
2023-10-17,Headphones,Accessories,East,Priya,Consumer,1,1038,146.8528281639964,1082.197577595747
2024-04-11,Printer,Accessories,West,Priya,Corporate,5,5025,729.5665029818873,5469.751374817168
2024-04-09,Printer,Accessories,North,Priya,Consumer,7,896,95.50544893356525,853.2783602426364
2023-12-22,Mouse,Accessories,West,Sneha,Corporate,10,13020,2030.0221030796786,12287.259080192667
2024-09-14,Tablet,Electronics,East,Meena,Home Office,4,5872,1392.9733975479198,5376.261649058251
2024-03-12,Monitor,Electronics,West,Arun,Consumer,3,684,201.9585300017062,713.2342731040486
2024-08-31,Laptop,Electronics,North,Priya,Corporate,7,1197,325.09516808742137,1226.2860706517365
2023-01-08,Phone,Electronics,North,Rahul,Corporate,1,380,102.80370447635609,354.41309154364393
2023-07-04,Laptop,Electronics,North,Rahul,Consumer,8,5808,888.651042140483,6354.821786830523
2023-07-17,Laptop,Electronics,East,Priya,Home Office,3,4446,1053.8147243133876,4003.2311140169986
2024-05-16,Phone,Electronics,West,Rahul,Home Office,4,5032,1150.519383973967,5455.915524309944
2023-11-08,Tablet,Electronics,South,Priya,Home Office,2,1192,224.76525538376043,1280.2890391210724
2023-10-09,Printer,Accessories,East,Karan,Consumer,6,2916,724.5791859267728,2905.39065363133
2024-01-14,Headphones,Accessories,South,Meena,Home Office,1,90,9.40936359278481,86.39536906024072
2023-01-14,Laptop,Electronics,East,Meena,Consumer,9,9504,1585.9944395294942,8858.39948491544
2024-02-01,Laptop,Electronics,South,Priya,Home Office,3,1614,272.23728893870447,1576.5353801599506
2024-05-23,Headphones,Accessories,South,Sneha,Home Office,9,2115,352.87041905580577,2272.6629538585016
2024-10-01,Printer,Accessories,South,Rahul,Corporate,2,2130,376.9779885717118,2137.4097895440623
2023-04-26,Printer,Accessories,East,Rahul,Home Office,8,2296,270.8861259005346,2409.3844371251434
2024-11-14,Mouse,Accessories,East,Meena,Home Office,6,3096,749.6367994091793,3290.2545236236
2024-12-27,Keyboard,Accessories,East,Arun,Consumer,9,12312,2931.8034712807594,11636.853727213005
2024-11-22,Printer,Accessories,West,Meena,Home Office,1,457,130.90405586365,424.9863913658067
2024-07-06,Laptop,Electronics,East,Sneha,Consumer,5,895,197.83234872297155,931.3604956865888
2024-10-15,Printer,Accessories,North,Sneha,Home Office,7,4172,887.0325194342205,4161.531382751737
2024-10-09,Keyboard,Accessories,West,Priya,Home Office,5,2335,485.3033155074102,2507.0826835212015
2023-01-23,Phone,Electronics,North,Sneha,Corporate,1,119,29.839590199904382,114.21003631703908
2024-04-17,Keyboard,Accessories,South,Meena,Corporate,2,992,257.8345839299009,968.8831786778393
2023-12-13,Mouse,Accessories,West,Rahul,Corporate,8,2120,480.28516961689166,2245.3097597541628
2023-06-08,Headphones,Accessories,South,Karan,Consumer,7,1638,448.4994219573361,1562.325217311806
2023-09-26,Headphones,Accessories,West,Meena,Consumer,1,322,89.73516795463678,290.20828490473275
2023-06-11,Monitor,Electronics,West,Rahul,Consumer,7,4179,753.267968510585,4028.6168025389943
2024-01-13,Phone,Electronics,West,Priya,Consumer,8,7192,802.9513347584289,6775.484901074117
2023-11-10,Phone,Electronics,North,Meena,Corporate,5,4530,682.2619461130251,4788.54844274216
2023-07-31,Keyboard,Accessories,West,Meena,Corporate,7,3738,677.0388493269863,3800.6973581466245
2023-08-21,Monitor,Electronics,West,Karan,Consumer,10,11010,1995.773726277384,11995.602203199367
2024-04-12,Monitor,Electronics,West,Sneha,Corporate,9,11934,1208.9925633996052,11552.958946272893
2024-07-18,Laptop,Electronics,West,Arun,Consumer,8,4968,1112.437904966271,4714.9530365911905
2024-01-20,Phone,Electronics,West,Priya,Consumer,4,2652,289.6204267438721,2898.0713230148563
2024-04-21,Tablet,Electronics,West,Arun,Consumer,10,2980,398.9601189045267,3116.002205557053
2023-03-17,Laptop,Electronics,West,Meena,Home Office,7,8372,984.3959095406609,7826.138539387953
2023-12-14,Monitor,Electronics,North,Rahul,Consumer,6,6114,805.5510655705006,5906.694357255348
2023-12-10,Phone,Electronics,South,Karan,Home Office,4,904,223.19176081474558,974.2979739141807
2024-05-01,Monitor,Electronics,North,Arun,Home Office,8,9544,2385.269771172512,9389.260386613936
2023-10-28,Laptop,Electronics,South,Rahul,Corporate,3,1218,266.81710161315266,1295.5701457558635
2024-04-05,Tablet,Electronics,West,Arun,Home Office,9,13095,2882.692963428853,12113.435402475865
2023-02-23,Keyboard,Accessories,West,Karan,Corporate,8,1672,326.27776404289693,1619.1709204674198
2024-08-08,Keyboard,Accessories,South,Karan,Consumer,4,1820,184.86104026606736,1822.951614049746
2024-07-27,Printer,Accessories,South,Arun,Home Office,7,8869,1277.48506755574,8288.48288436376
2024-11-28,Tablet,Electronics,South,Meena,Home Office,5,3625,906.2083003544906,3376.6889215434226
2024-04-21,Keyboard,Accessories,East,Sneha,Home Office,6,1986,332.8726955844817,2123.076866736755
2024-08-05,Headphones,Accessories,West,Karan,Corporate,5,3030,303.34739557906687,2857.584919279533
2023-04-21,Tablet,Electronics,East,Rahul,Home Office,6,4614,793.988663152071,4718.355125715089
2024-05-04,Headphones,Accessories,East,Rahul,Home Office,8,6368,1610.0735144329578,6476.427434856107
2023-11-22,Tablet,Electronics,South,Sneha,Corporate,10,5350,658.2846030129739,5431.434158696303
2024-06-05,Mouse,Accessories,East,Karan,Consumer,9,9846,1154.30609016933,10628.923912053144
2024-11-11,Keyboard,Accessories,South,Rahul,Consumer,5,6790,1607.6784356200762,6517.428546878973
2024-12-15,Headphones,Accessories,West,Meena,Consumer,5,6925,1115.8146291764276,7157.889355135471
2023-12-10,Monitor,Electronics,West,Priya,Corporate,7,10423,1840.139138455659,9531.858487006757
2023-07-23,Monitor,Electronics,East,Arun,Consumer,4,1644,296.77268869832864,1748.290147184835
2024-03-25,Keyboard,Accessories,North,Rahul,Corporate,5,6995,1578.194048978786,6681.37521183783
2024-08-20,Tablet,Electronics,North,Meena,Home Office,8,11464,3195.4410026923615,10874.88254267542
2023-03-27,Printer,Accessories,South,Meena,Corporate,10,8090,1859.6222193937979,7784.645406929929
2023-01-12,Keyboard,Accessories,South,Arun,Home Office,6,8334,2251.065621938115,9079.958421575722
2024-03-22,Phone,Electronics,East,Rahul,Home Office,1,907,237.35021135912618,830.6080201191252
2023-12-27,Monitor,Electronics,North,Karan,Corporate,10,10360,2608.5930305369307,10616.772576502926
2023-11-08,Keyboard,Accessories,North,Priya,Home Office,3,4248,664.185016165071,4269.447157750641
2024-02-13,Mouse,Accessories,East,Meena,Consumer,8,4368,1021.8355503978703,4715.041528629391
2023-03-25,Laptop,Electronics,West,Arun,Corporate,10,13930,2098.8652160483553,13399.190832693721
2023-10-08,Mouse,Accessories,North,Rahul,Corporate,10,9320,2700.5443593379227,10116.669732897331
2023-06-28,Printer,Accessories,West,Sneha,Home Office,8,1640,226.53289087747473,1642.4663338862395
2024-07-10,Phone,Electronics,North,Priya,Consumer,1,238,60.35491422301223,248.9829684212271
2024-07-02,Laptop,Electronics,North,Sneha,Consumer,4,5812,1205.746763533333,5512.06175280444
2024-09-26,Mouse,Accessories,West,Sneha,Consumer,9,13167,3073.8886824764195,12994.14259255357
2024-08-17,Tablet,Electronics,West,Sneha,Home Office,7,4109,1055.6597580325722,3730.342092234763
2024-03-11,Monitor,Electronics,South,Meena,Consumer,6,1308,345.00884696035274,1333.8689167754237
2024-03-10,Mouse,Accessories,South,Priya,Home Office,1,1261,232.835706482286,1352.2126927307793
2024-07-17,Phone,Electronics,East,Priya,Corporate,3,3672,539.1501814572283,3399.6433658118863
2024-05-29,Printer,Accessories,East,Rahul,Corporate,8,11888,1402.4221124200426,11603.967972515105
2023-01-22,Laptop,Electronics,North,Arun,Consumer,2,1016,127.62567325847394,1110.2882545267055
2024-08-02,Keyboard,Accessories,West,Sneha,Corporate,10,2730,610.5391626065592,2582.986257118108
2024-12-05,Monitor,Electronics,North,Meena,Consumer,8,2632,423.065522737872,2437.0963011937874
2024-10-11,Tablet,Electronics,North,Karan,Corporate,3,3111,493.9906260192515,2806.952045891698
2024-05-19,Mouse,Accessories,North,Sneha,Home Office,4,1104,145.76915653358705,1137.5352916820423
2023-05-19,Tablet,Electronics,West,Meena,Home Office,10,8920,2181.928500293992,9794.526999842683
2023-01-03,Phone,Electronics,West,Rahul,Consumer,4,892,183.5181053517157,954.9147026131859
2023-01-03,Mouse,Accessories,East,Rahul,Home Office,3,4278,1134.7728755570292,4132.467652098707
2024-06-02,Keyboard,Accessories,North,Karan,Corporate,2,2426,575.8984013906145,2527.8605690848563
2024-10-24,Mouse,Accessories,East,Karan,Consumer,4,1876,448.1529987974576,1906.1220932984718
2023-12-01,Keyboard,Accessories,South,Karan,Consumer,7,10199,1662.964782053474,10334.84088576836
2023-01-23,Tablet,Electronics,East,Meena,Corporate,8,11984,3344.179955779157,12883.43486533853
2023-03-02,Headphones,Accessories,East,Karan,Corporate,8,3944,680.9003358541628,3763.3448935481174
2024-11-30,Mouse,Accessories,West,Karan,Corporate,3,3057,780.374708436836,3327.6190153276953
2024-07-20,Keyboard,Accessories,East,Karan,Consumer,2,2786,380.19764402062486,2699.074280050537
2024-10-25,Keyboard,Accessories,East,Meena,Consumer,7,4354,1199.7035856528091,4195.329059173017
2024-09-11,Tablet,Electronics,North,Meena,Consumer,5,3930,567.5063587202849,3729.4657153500284
2023-05-17,Laptop,Electronics,East,Sneha,Corporate,2,2836,583.3523235619296,2785.7295063895926
2024-05-15,Laptop,Electronics,West,Rahul,Home Office,4,5848,634.7137527909877,6182.300168892167
2024-05-26,Printer,Accessories,West,Rahul,Home Office,9,4293,707.385392583133,4215.396501734104
2023-11-10,Mouse,Accessories,East,Rahul,Consumer,10,7810,2286.868900232385,7748.876181681309
2023-03-28,Tablet,Electronics,South,Meena,Corporate,10,520,82.4008352214742,503.8575202836686
2023-03-31,Printer,Accessories,West,Arun,Home Office,3,1518,274.96638579949536,1619.5553271726583
2023-04-15,Phone,Electronics,South,Karan,Corporate,7,2261,472.8472821911288,2340.5680362259177
2023-08-31,Laptop,Electronics,East,Arun,Corporate,1,1261,288.8888235942325,1371.5012288801381
2024-03-17,Tablet,Electronics,South,Karan,Home Office,9,6615,1677.6532884401079,6214.058716709284
2023-01-27,Tablet,Electronics,South,Priya,Home Office,2,536,83.56302212518112,580.7720079058245
2023-11-26,Phone,Electronics,North,Karan,Home Office,2,2226,634.7355221897958,2096.6517045671203
2024-12-16,Keyboard,Accessories,East,Karan,Corporate,6,3342,770.1436934440989,3445.6609945027894
2023-01-27,Phone,Electronics,South,Priya,Consumer,1,206,21.086067544467056,212.39158747719028
2024-05-22,Monitor,Electronics,North,Sneha,Corporate,3,1065,245.4050737855459,1113.7580234443901
2023-05-15,Laptop,Electronics,West,Arun,Corporate,1,1477,357.97900619124977,1377.8682160736475
2023-12-02,Monitor,Electronics,West,Meena,Corporate,2,2930,674.7557899164367,2649.4261453126337
2023-04-02,Keyboard,Accessories,North,Sneha,Corporate,3,3216,361.60480143403043,3004.0920602472584
2023-10-07,Phone,Electronics,West,Karan,Home Office,9,11862,1629.625122926669,11493.700582250194
2023-08-01,Phone,Electronics,South,Karan,Consumer,5,1225,354.3431638972713,1213.5908437835894
2024-03-10,Tablet,Electronics,East,Meena,Consumer,1,1275,335.5080313344219,1383.7503631716788
2023-01-21,Mouse,Accessories,West,Sneha,Consumer,5,5330,988.5499248203199,5056.401944650974
2024-06-08,Printer,Accessories,South,Sneha,Consumer,9,1962,337.3741269742968,1820.0734162164995
2024-02-09,Tablet,Electronics,South,Sneha,Consumer,9,7686,905.5008394679165,8434.014395427526
2024-10-01,Phone,Electronics,East,Priya,Home Office,9,4248,580.4733540275945,3823.4847003036134
2023-11-26,Printer,Accessories,West,Meena,Corporate,1,279,81.7183627837607,287.4798295947317
2023-09-27,Monitor,Electronics,South,Priya,Home Office,2,1276,340.1443896127269,1186.9794680615948
2024-09-05,Mouse,Accessories,South,Sneha,Consumer,1,216,42.16193494576715,208.00269124091838
2024-06-11,Monitor,Electronics,East,Priya,Consumer,7,6279,1423.0738743108914,5921.526651789957
2023-11-04,Laptop,Electronics,West,Meena,Home Office,8,7240,1079.068764331834,7084.918066663269
2023-11-24,Phone,Electronics,West,Priya,Consumer,1,696,208.08818221855591,762.9802763696702
2023-06-08,Laptop,Electronics,South,Priya,Consumer,6,1314,275.5298955181817,1317.6929970871656
2023-05-21,Tablet,Electronics,East,Sneha,Corporate,9,6822,1276.3456869195775,7131.09820247062
2023-11-28,Mouse,Accessories,South,Priya,Corporate,2,466,77.85624683534071,505.2383231370892
2023-06-03,Monitor,Electronics,South,Rahul,Corporate,8,11736,2337.8612715790196,12379.806321537515
2023-10-26,Phone,Electronics,South,Karan,Consumer,10,9570,1677.8790161911713,9649.96102359176
2024-11-15,Keyboard,Accessories,West,Sneha,Corporate,8,4648,1115.322992924462,4641.921298789882
2023-11-25,Headphones,Accessories,South,Sneha,Consumer,5,2035,558.5837653723115,2225.5159987958605
2023-04-13,Laptop,Electronics,East,Rahul,Consumer,8,7800,2049.01375368182,7721.767549776044
2023-01-27,Tablet,Electronics,East,Rahul,Corporate,9,13482,2470.440761369916,12362.197377087366
2024-10-24,Keyboard,Accessories,North,Rahul,Consumer,4,2764,379.9860188854251,2814.5405768353435
2023-03-12,Printer,Accessories,West,Priya,Consumer,6,1422,360.49487362415863,1494.4515728188096
2023-08-29,Headphones,Accessories,South,Arun,Corporate,2,1924,425.0037018512978,1880.2165015806913
2023-08-26,Tablet,Electronics,North,Rahul,Home Office,9,10305,2984.65774435792,10611.9920643754
2023-11-28,Printer,Accessories,North,Meena,Home Office,10,9330,1645.3702187932413,10175.598030129082
2024-09-17,Monitor,Electronics,East,Arun,Home Office,6,4056,863.2879661452662,3793.588186262791
2024-07-07,Phone,Electronics,East,Arun,Corporate,1,652,80.75957121435597,714.2174918954685
2024-08-16,Tablet,Electronics,West,Rahul,Home Office,8,5520,896.7915643334742,5895.017053953819
2024-05-21,Mouse,Accessories,East,Rahul,Corporate,1,539,95.72811964474661,493.44306308615967
2024-10-20,Printer,Accessories,North,Arun,Home Office,6,534,145.7088895035975,547.8809003045669
2023-07-13,Mouse,Accessories,West,Arun,Home Office,10,1420,390.3134024046328,1428.7809133197636
2023-06-19,Tablet,Electronics,West,Karan,Corporate,6,1554,363.80400992824644,1639.9384256733993
2023-11-20,Monitor,Electronics,North,Rahul,Consumer,1,253,44.53872651416861,242.53136362288768
2023-07-20,Tablet,Electronics,West,Karan,Consumer,10,4740,803.6824496390736,4784.010273251724
2024-04-02,Printer,Accessories,North,Meena,Home Office,8,1680,255.14139888819705,1570.674630433834
2024-08-16,Laptop,Electronics,East,Rahul,Consumer,6,7296,1912.411368832996,6993.767970434851
2023-04-21,Monitor,Electronics,West,Priya,Consumer,9,1872,244.63414978191915,1759.567353498725
2023-01-05,Mouse,Accessories,North,Meena,Corporate,8,10008,2161.355190256404,9733.177796234602
2024-03-05,Mouse,Accessories,West,Sneha,Home Office,9,11970,3198.9417770427926,11858.01142261553
2023-03-31,Tablet,Electronics,South,Karan,Consumer,8,4024,1143.3339530564651,3741.179965665553
2023-09-06,Monitor,Electronics,South,Karan,Corporate,8,4040,1180.8957681867041,3697.137783890026
2024-10-28,Mouse,Accessories,North,Meena,Consumer,9,2061,369.517675435109,1866.3777675183628
2024-06-05,Printer,Accessories,East,Arun,Consumer,2,1796,307.88965064127495,1705.362632317836
2024-01-28,Monitor,Electronics,East,Arun,Corporate,1,208,51.67938982371756,201.3994142242534
2023-11-27,Laptop,Electronics,East,Karan,Home Office,8,2992,383.32572811180455,3199.211611124546
2024-03-11,Phone,Electronics,South,Karan,Corporate,5,5030,822.4568731021029,5302.520382931801
2023-08-30,Printer,Accessories,North,Sneha,Corporate,8,3648,478.81277509655365,3736.4155400196623
2023-05-15,Printer,Accessories,South,Meena,Home Office,10,3170,702.8486147246168,2855.0969245056112
2024-01-22,Laptop,Electronics,West,Arun,Corporate,8,7416,1071.583853253551,7621.264150124581
2023-06-02,Keyboard,Accessories,East,Arun,Corporate,5,4560,1189.2528179525486,4581.101888356133
2023-10-11,Mouse,Accessories,West,Arun,Consumer,8,1056,283.2994107998798,1088.6319926630274
2024-06-19,Phone,Electronics,North,Arun,Home Office,9,6228,873.5590769466507,5770.462518774274
2023-06-30,Printer,Accessories,North,Meena,Consumer,2,1266,305.1837334788063,1246.9540955841276
2023-12-24,Monitor,Electronics,North,Rahul,Consumer,5,3025,581.4864470087213,2960.5696139321612
2024-03-06,Laptop,Electronics,North,Arun,Corporate,2,2510,634.5216840611336,2387.110746978569
2023-06-07,Laptop,Electronics,North,Arun,Home Office,6,6912,1899.5982865066253,7462.766027790318
2024-03-28,Tablet,Electronics,West,Priya,Consumer,5,1455,298.8715892844075,1430.6254439674335
2023-08-30,Keyboard,Accessories,East,Karan,Corporate,9,612,150.90333946779603,657.0813888239504
2024-01-07,Phone,Electronics,South,Meena,Corporate,7,3759,1038.2213692707876,3674.8032546458603
2023-07-08,Laptop,Electronics,South,Priya,Consumer,3,1488,249.62398516399165,1413.9550411638093
2023-03-01,Phone,Electronics,South,Karan,Corporate,10,6790,1486.4179258443094,7024.386473269505
2024-04-10,Keyboard,Accessories,East,Priya,Home Office,1,863,97.66073797638214,824.8116531702261
2023-12-19,Laptop,Electronics,North,Sneha,Home Office,7,5495,1563.9810547414481,5583.390058779365
2023-11-21,Printer,Accessories,East,Sneha,Home Office,3,2853,423.0397833862998,2898.3710301635283
2024-03-16,Keyboard,Accessories,South,Arun,Corporate,9,5139,1381.4397795768577,5426.666728231215
2024-04-03,Laptop,Electronics,East,Sneha,Consumer,9,3456,961.223658029914,3627.405117061063
2023-05-12,Headphones,Accessories,North,Sneha,Corporate,6,8316,1029.0646594766617,8482.478300291881
2024-08-15,Keyboard,Accessories,North,Rahul,Home Office,1,792,93.8047844575952,869.4051277714718
2023-05-08,Keyboard,Accessories,West,Meena,Corporate,8,760,159.51231884618107,714.8791318585612
2023-10-13,Mouse,Accessories,North,Karan,Consumer,7,5026,666.4190135983813,5251.711096291627
2024-08-10,Printer,Accessories,West,Sneha,Corporate,7,4123,855.7303996122763,3953.0829296653383
2023-08-21,Tablet,Electronics,West,Sneha,Corporate,5,6805,1407.0597466016004,6946.733141063479
2024-03-25,Printer,Accessories,West,Meena,Home Office,2,1424,285.528385866904,1325.093323771072
2024-12-13,Tablet,Electronics,East,Karan,Home Office,2,2892,823.1652566724698,3069.252643646769
2024-08-22,Mouse,Accessories,North,Arun,Corporate,3,4161,1113.811254309066,4317.828157256784
2023-06-26,Printer,Accessories,South,Sneha,Home Office,7,9989,2179.1850482164923,9519.055762140239
2024-12-10,Headphones,Accessories,West,Meena,Home Office,6,3414,761.123812698352,3513.3641170963683
2023-05-09,Headphones,Accessories,East,Priya,Consumer,8,6552,1709.6441107440592,6158.304523366551
2024-09-28,Headphones,Accessories,North,Sneha,Home Office,3,276,46.95379509723135,256.9841077612047
2023-11-10,Laptop,Electronics,South,Priya,Corporate,3,3924,592.6277037923821,3686.500508590322
2024-06-13,Monitor,Electronics,West,Rahul,Home Office,5,3450,718.03299066564,3338.3248022054995
2023-04-16,Printer,Accessories,North,Rahul,Consumer,2,2224,394.21905205227023,2197.265883170806
2023-06-13,Printer,Accessories,South,Meena,Home Office,3,1338,241.75172857344015,1245.8069037175155
2023-06-11,Monitor,Electronics,South,Sneha,Home Office,9,5904,728.00640691745,5678.198402452696
2023-11-28,Headphones,Accessories,South,Rahul,Consumer,5,2940,462.406076381077,3176.324154506277
2024-10-24,Tablet,Electronics,North,Arun,Corporate,10,5410,1468.94457763864,4909.403772627394
2023-01-08,Laptop,Electronics,East,Karan,Consumer,7,4949,575.2190580773098,4715.730090226035
2023-09-16,Keyboard,Accessories,East,Priya,Home Office,8,11136,1587.3550027846188,10257.182176027496
2024-08-08,Tablet,Electronics,South,Karan,Home Office,3,621,142.8457996386768,621.3854982995252
2024-01-23,Phone,Electronics,West,Rahul,Home Office,10,3240,752.1641020848105,3234.13134183179
2024-11-19,Headphones,Accessories,South,Sneha,Consumer,6,8982,2239.167985315095,8124.347551720873
2023-04-02,Headphones,Accessories,North,Sneha,Consumer,10,11820,2101.9434452616106,11205.816928204018
2024-02-11,Keyboard,Accessories,North,Arun,Consumer,5,4235,619.2826535086136,4397.786797290121
2024-06-09,Tablet,Electronics,East,Meena,Consumer,10,11510,3003.8682472267956,12598.553673199143
2024-06-27,Monitor,Electronics,West,Karan,Corporate,6,1566,158.01822204145947,1500.7849767915166
2024-12-10,Tablet,Electronics,North,Karan,Corporate,2,2718,325.3922833740562,2860.9450014424056
2024-01-30,Mouse,Accessories,North,Karan,Consumer,2,2150,579.482323958496,2266.8351738491906
2024-02-02,Printer,Accessories,West,Sneha,Home Office,1,1118,203.18094142251502,1112.4181975712434
2024-01-06,Phone,Electronics,West,Priya,Consumer,2,2540,761.5060072913452,2599.595295618767
2023-12-26,Monitor,Electronics,East,Arun,Consumer,1,1276,193.44716918499387,1247.198265493584
2024-09-10,Phone,Electronics,North,Karan,Consumer,9,11160,1865.6758068461243,11813.807856897522
2023-06-17,Mouse,Accessories,East,Sneha,Corporate,8,7584,807.8189396210303,7643.723362728574
2023-03-01,Tablet,Electronics,East,Sneha,Home Office,3,3129,661.8294732770988,3114.3146688585894
2023-01-04,Keyboard,Accessories,South,Arun,Consumer,8,1984,438.857048864227,1909.7787276788204
2024-04-07,Laptop,Electronics,North,Sneha,Consumer,3,1827,542.6536436236628,1835.430905806026
2024-08-30,Mouse,Accessories,South,Rahul,Home Office,9,4338,1119.215991606891,4298.891519281698
2023-08-21,Monitor,Electronics,South,Priya,Consumer,5,2730,395.04308449756803,2681.8708951511767
2024-10-15,Monitor,Electronics,North,Arun,Home Office,2,752,148.8908642528646,770.7969842159537
2023-05-23,Printer,Accessories,North,Karan,Consumer,7,7252,1362.6758571511764,7807.738868713302
2024-01-16,Tablet,Electronics,South,Arun,Corporate,9,2754,769.5278599322975,2614.6900779950815
2023-12-06,Headphones,Accessories,North,Rahul,Home Office,4,4576,583.7935639341887,4745.712612633874
2024-07-07,Laptop,Electronics,North,Priya,Corporate,9,13086,3267.3777101439186,12728.453992566641
2024-11-03,Laptop,Electronics,North,Priya,Home Office,5,6730,1235.8852889848788,6729.734223514667
2023-11-01,Monitor,Electronics,West,Rahul,Consumer,3,4059,492.67086509972575,4183.00735051399
2024-09-30,Headphones,Accessories,South,Arun,Home Office,10,5420,1057.399079347875,4939.083358414746
2024-08-12,Keyboard,Accessories,South,Sneha,Consumer,9,7893,2179.3077645136027,8527.229376772933
2024-02-06,Headphones,Accessories,North,Rahul,Consumer,7,9457,1058.4091642812614,9331.193656702206
2024-06-11,Printer,Accessories,West,Karan,Home Office,3,3360,809.6241371041408,3139.142468824574
2024-01-30,Phone,Electronics,East,Karan,Consumer,8,9584,2376.4312938650537,9051.674440608267
2023-02-23,Mouse,Accessories,South,Meena,Corporate,4,2988,547.5191325603321,3125.9137519435776
2023-12-16,Printer,Accessories,East,Arun,Consumer,3,603,162.29175676550787,573.3850897702749
2024-04-29,Keyboard,Accessories,West,Arun,Corporate,9,8505,2142.5344215004466,9200.71735804798
2023-11-12,Headphones,Accessories,South,Priya,Consumer,6,3618,836.3966505250676,3817.331735490887
2023-04-26,Keyboard,Accessories,West,Karan,Consumer,8,9280,1261.5033566966124,9356.45893143205
2023-06-24,Printer,Accessories,South,Sneha,Consumer,3,1656,174.4466663041138,1494.4494607859363
2023-11-25,Mouse,Accessories,West,Arun,Corporate,8,3408,711.7095818487832,3113.8686537443973
2024-07-10,Laptop,Electronics,North,Priya,Home Office,8,1984,477.12796960545285,1956.8622803462533
2023-09-07,Keyboard,Accessories,North,Arun,Consumer,7,4767,768.4538746149882,4874.101507994556
2023-07-04,Monitor,Electronics,North,Priya,Consumer,4,2216,522.644493236537,2229.8185521255978
2024-01-31,Printer,Accessories,North,Karan,Corporate,1,384,88.85990136586001,416.81959437380397
2023-02-02,Phone,Electronics,West,Priya,Home Office,4,1520,267.04784348752105,1509.0564972313732
2023-08-19,Phone,Electronics,West,Arun,Consumer,1,887,169.7497032176632,964.4755853487122
2024-08-07,Laptop,Electronics,East,Meena,Consumer,8,1600,243.9450535602457,1682.3931368250246
2024-07-21,Headphones,Accessories,East,Priya,Corporate,2,204,56.2870783287697,202.30065009813273
2023-09-20,Headphones,Accessories,West,Priya,Corporate,7,8260,1569.6222015161752,8818.468619452657
2023-01-09,Mouse,Accessories,East,Rahul,Home Office,8,11352,1439.7880448275237,12092.585441187988
2024-08-22,Monitor,Electronics,East,Priya,Consumer,1,677,124.46636803484796,725.2111458278079
